"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1944","AT13EK8JER5C3","ENGLISH",28,"male","nst","('NST_4a_chosen', 'yes')","('NST_4b_chosen', 'no')","('_REACTION_TIME_', '5279')","","",""
"1945","AT13EK8JER5C3","ENGLISH",28,"male","control","('what_A_chosen', 'no')","('what_B_chosen', 'no')","('what_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '4574')",""
"1946","AT13EK8JER5C3","ENGLISH",28,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stalls A%2C B%2C C%2C D and E.""%2CRoommate 2 says%2C ""Stall A.""%2CRoommate 3 says%2C ""Stall E.""')","('florist_A_chosen', 'no')","('florist_B_chosen', 'yes')","('florist_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '5252')"
"1947","AT13EK8JER5C3","ENGLISH",28,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstore A.""%2CFriend 2 says%2C ""Bookstores A and B.""%2CFriend 3 says%2C ""Bookstores D and E.""')","('books_A_chosen', 'no')","('books_B_chosen', 'yes')","('books_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '3094')"
"1948","AT13EK8JER5C3","ENGLISH",28,"male","ginz","('ginzwhere_largegrain_y_chosen', 'no')","('ginzwhere_largegrain_n_chosen', 'yes')","('_REACTION_TIME_', '5243')","","",""
"1949","AT13EK8JER5C3","ENGLISH",28,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '2655')",""
"1950","AT13EK8JER5C3","ENGLISH",28,"male","nst","('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'no')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '22311')"
"1951","AT13EK8JER5C3","ENGLISH",28,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafes D and E.""%2CRoommate 2 says%2C ""Cafe E.""%2CRoommate 3 says%2C ""Cafe A.""')","('coffee_A_chosen', 'no')","('coffee_B_chosen', 'no')","('coffee_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '5226')"
"1952","AT13EK8JER5C3","ENGLISH",28,"male","ginz","('ginzwho_smallgrain_y_chosen', 'no')","('ginzwho_smallgrain_n_chosen', 'yes')","('_REACTION_TIME_', '4978')","","",""
"1953","AT13EK8JER5C3","ENGLISH",28,"male","nst","('NST_3a_chosen', 'no')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'yes')","('NST_3d_chosen', 'no')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '3743')"
"1954","AT13EK8JER5C3","ENGLISH",28,"male","control","('why_A_chosen', 'no')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '2203')",""
"1955","AT13EK8JER5C3","ENGLISH",28,"male","exit_quest","('know_conditons', '')","('difficult', '')","('anything_else', '')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '5965')",""
"1956","A1AWHHBTJF1XCH","ENGLISH",44,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '32983')","","","",""
"1957","A1AWHHBTJF1XCH","ENGLISH",44,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '63943')",""
"1958","A1AWHHBTJF1XCH","ENGLISH",44,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '102078')",""
"1959","A1AWHHBTJF1XCH","ENGLISH",44,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '3285')","","","",""
"1960","A1AWHHBTJF1XCH","ENGLISH",44,"female","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stall A.""%2CRoommate 2 says%2C ""Stall E.""%2CRoommate 3 says%2C ""Stalls D and E.""')","('florist_A_chosen', 'no')","('florist_B_chosen', 'no')","('florist_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '93175')"
"1961","A1AWHHBTJF1XCH","ENGLISH",44,"female","nst","('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'yes')","('NST_2c_chosen', 'yes')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '88458')"
"1962","A1AWHHBTJF1XCH","ENGLISH",44,"female","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafes D and E.""%2CRoommate 2 says%2C ""Cafe A.""%2CRoommate 3 says%2C ""Cafe E.""')","('coffee_A_chosen', 'no')","('coffee_B_chosen', 'no')","('coffee_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '67021')"
"1963","A1AWHHBTJF1XCH","ENGLISH",44,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '41136')",""
"1964","A1AWHHBTJF1XCH","ENGLISH",44,"female","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '18609')","","",""
"1965","A1AWHHBTJF1XCH","ENGLISH",44,"female","nst","('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'yes')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '35165')"
"1966","A1AWHHBTJF1XCH","ENGLISH",44,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Store A.""%2CFriend 2 says%2C ""Store F.""%2CFriend 3 says%2C ""Stores A and B.""')","('shoes_A_chosen', 'no')","('shoes_B_chosen', 'no')","('shoes_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '98068')"
"1967","A1AWHHBTJF1XCH","ENGLISH",44,"female","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '7960')","","",""
"1968","A1AWHHBTJF1XCH","ENGLISH",44,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '67003')",""
"1969","A1AWHHBTJF1XCH","ENGLISH",44,"female","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentists D and E.""%2CCoworker 2 says%2C ""Dentists A and B.""%2CCoworker 3 says%2C ""Dentists A%2C B%2C C%2C D and E.""')","('dentist_A_chosen', 'no')","('dentist_B_chosen', 'no')","('dentist_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '21467')"
"1970","A1AWHHBTJF1XCH","ENGLISH",44,"female","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '16539')","","",""
"1971","A1AWHHBTJF1XCH","ENGLISH",44,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstore F.""%2CFriend 2 says%2C ""Bookstores D and E.""%2CFriend 3 says%2C ""Bookstores A and B.""')","('books_A_chosen', 'no')","('books_B_chosen', 'no')","('books_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '23856')"
"1972","A1AWHHBTJF1XCH","ENGLISH",44,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '30954')",""
"1973","A1AWHHBTJF1XCH","ENGLISH",44,"female","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '26261')","","",""
"1974","A1AWHHBTJF1XCH","ENGLISH",44,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylist F.""%2CFriend 2 says%2C ""Stylists D and E.""%2CFriend 3 says%2C ""Stylist E.""')","('hair_A_chosen', 'no')","('hair_B_chosen', 'no')","('hair_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '20441')"
"1975","A1AWHHBTJF1XCH","ENGLISH",44,"female","nst","('NST_1a_chosen', 'yes')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'yes')","('_REACTION_TIME_', '21690')",""
"1976","A1AWHHBTJF1XCH","ENGLISH",44,"female","ginz","('ginzwho_smallgrain_y_chosen', 'yes')","('ginzwho_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '26359')","","",""
"1977","A1AWHHBTJF1XCH","ENGLISH",44,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '47466')",""
"1978","A1AWHHBTJF1XCH","ENGLISH",44,"female","exit_quest","('know_conditons', 'No. I think they both would have the same answer.')","('difficult', 'No. Not difficult just time consuming for such little pay.')","('anything_else', ""Yes. This survey takes way to long for the amount of pay. It took me 20 minutes (another 6 mins writing this) to take it so would only pay $3.00 an hour which is not appropriate pay obviously. You should state that in your hit information before we start so we can choose whether to waste our time or not beforehand. You also misrepresent the hit saying we only have to read one story and answer questions about it when really it is a whole series of STORIES and questions. BE HONEST from the start or you will get bad reviews from the workers. Also put a bar across the top telling us our progress so we can see how much longer the hit will take. Once we start we never know when it will end so just keep doing it hoping this is the last question but surveys like these never are and next thing you know its been 20 minutes and you don't want to stop after all the time invested and not get paid anything at all  so just keep going to only get paid a whole dollar. YAY! NOT!! :("")","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '583555')",""
"1979","A3OB6REG5CGHK1","English",56,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '6419')","","","",""
"1980","A3OB6REG5CGHK1","English",56,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '23818')",""
"1981","A3OB6REG5CGHK1","English",56,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '30059')",""
"1982","A3OB6REG5CGHK1","English",56,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1732')","","","",""
"1983","A3OB6REG5CGHK1","English",56,"male","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentist E.""%2CCoworker 2 says%2C ""Dentists D and E.""%2CCoworker 3 says%2C ""Dentists A%2C B%2C C%2C D and E.""')","('dentist_A_chosen', 'no')","('dentist_B_chosen', 'no')","('dentist_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '66628')"
"1984","A3OB6REG5CGHK1","English",56,"male","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '6006')","","",""
"1985","A3OB6REG5CGHK1","English",56,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stall E.""%2CRoommate 2 says%2C ""Stalls A and B.""%2CRoommate 3 says%2C ""Stalls D and E.""')","('florist_A_chosen', 'no')","('florist_B_chosen', 'no')","('florist_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '17871')"
"1986","A3OB6REG5CGHK1","English",56,"male","ginz","('ginzwhere_smallgrain_y_chosen', 'no')","('ginzwhere_smallgrain_n_chosen', 'yes')","('_REACTION_TIME_', '16444')","","",""
"1987","A3OB6REG5CGHK1","English",56,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '21136')",""
"1988","A3OB6REG5CGHK1","English",56,"male","nst","('NST_1a_chosen', 'yes')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'no')","('_REACTION_TIME_', '8794')",""
"1989","A3OB6REG5CGHK1","English",56,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstore A.""%2CFriend 2 says%2C ""Bookstore E.""%2CFriend 3 says%2C ""Bookstores A and B.""')","('books_A_chosen', 'no')","('books_B_chosen', 'no')","('books_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '14226')"
"1990","A3OB6REG5CGHK1","English",56,"male","ginz","('ginzwho_smallgrain_y_chosen', 'yes')","('ginzwho_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '13354')","","",""
"1991","A3OB6REG5CGHK1","English",56,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stores A and B.""%2CFriend 2 says%2C ""Stores D and E.""%2CFriend 3 says%2C ""Store E.""')","('shoes_A_chosen', 'no')","('shoes_B_chosen', 'no')","('shoes_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '14519')"
"1992","A3OB6REG5CGHK1","English",56,"male","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '22173')",""
"1993","A3OB6REG5CGHK1","English",56,"male","nst","('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'yes')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '21998')"
"1994","A3OB6REG5CGHK1","English",56,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylist A.""%2CFriend 2 says%2C ""Stylist F.""%2CFriend 3 says%2C ""Stylists D and E.""')","('hair_A_chosen', 'no')","('hair_B_chosen', 'no')","('hair_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '10424')"
"1995","A3OB6REG5CGHK1","English",56,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '6737')","","",""
"1996","A3OB6REG5CGHK1","English",56,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '12067')",""
"1997","A3OB6REG5CGHK1","English",56,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafe E.""%2CRoommate 2 says%2C ""Cafe F.""%2CRoommate 3 says%2C ""Cafe A.""')","('coffee_A_chosen', 'no')","('coffee_B_chosen', 'no')","('coffee_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '13655')"
"1998","A3OB6REG5CGHK1","English",56,"male","nst","('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'yes')","('NST_2c_chosen', 'yes')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '14299')"
"1999","A3OB6REG5CGHK1","English",56,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '5310')","","",""
"2000","A3OB6REG5CGHK1","English",56,"male","control","('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '21824')",""
"2001","A3OB6REG5CGHK1","English",56,"male","exit_quest","('know_conditons', 'No%2C sounds like the same question')","('difficult', 'no')","('anything_else', 'no')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '21148')",""
"2002","A255V2M0CC1G8L","ENGLISH",28,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '70041')","","","",""
"2003","A255V2M0CC1G8L","ENGLISH",28,"male","train","('train_m_A_chosen', 'yes')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '5457758')",""
"2004","A255V2M0CC1G8L","ENGLISH",28,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '13955')",""
"2005","A255V2M0CC1G8L","ENGLISH",28,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '4917')","","","",""
"2006","A255V2M0CC1G8L","ENGLISH",28,"male","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentists A and B.""%2CCoworker 2 says%2C ""Dentist A.""%2CCoworker 3 says%2C ""Dentists A%2C B%2C C%2C D and E.""')","('dentist_A_chosen', 'no')","('dentist_B_chosen', 'yes')","('dentist_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '35245')"
"2007","A255V2M0CC1G8L","ENGLISH",28,"male","nst","('NST_1a_chosen', 'no')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'yes')","('NST_1d_chosen', 'no')","('_REACTION_TIME_', '22573')",""
"2008","A255V2M0CC1G8L","ENGLISH",28,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '11855')","","",""
"2009","A255V2M0CC1G8L","ENGLISH",28,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stores D and E.""%2CFriend 2 says%2C ""Stores A and B.""%2CFriend 3 says%2C ""Store A.""')","('shoes_A_chosen', 'no')","('shoes_B_chosen', 'yes')","('shoes_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '5820')"
"2010","A255V2M0CC1G8L","ENGLISH",28,"male","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '11886')",""
"2011","A255V2M0CC1G8L","ENGLISH",28,"male","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '16415')","","",""
"2012","A255V2M0CC1G8L","ENGLISH",28,"male","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '5182')","","",""
"2013","A255V2M0CC1G8L","ENGLISH",28,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stalls A and B.""%2CRoommate 2 says%2C ""Stalls A%2C B%2C C%2C D and E.""%2CRoommate 3 says%2C ""Stall E.""')","('florist_A_chosen', 'no')","('florist_B_chosen', 'yes')","('florist_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '3644')"
"2014","A255V2M0CC1G8L","ENGLISH",28,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstores A%2C B%2C C%2C D and E.""%2CFriend 2 says%2C ""Bookstore E.""%2CFriend 3 says%2C ""Bookstores D and E.""')","('books_A_chosen', 'no')","('books_B_chosen', 'yes')","('books_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '5918')"
"2015","A255V2M0CC1G8L","ENGLISH",28,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '1981')",""
"2016","A255V2M0CC1G8L","ENGLISH",28,"male","nst","('NST_3a_chosen', 'no')","('NST_3b_chosen', 'yes')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'no')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '4302')"
"2017","A255V2M0CC1G8L","ENGLISH",28,"male","ginz","('ginzwho_smallgrain_y_chosen', 'no')","('ginzwho_smallgrain_n_chosen', 'yes')","('_REACTION_TIME_', '5534')","","",""
"2018","A255V2M0CC1G8L","ENGLISH",28,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylist F.""%2CFriend 2 says%2C ""Stylist A.""%2CFriend 3 says%2C ""Stylists A%2C B%2C C%2C D and E.""')","('hair_A_chosen', 'no')","('hair_B_chosen', 'yes')","('hair_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '2445')"
"2019","A255V2M0CC1G8L","ENGLISH",28,"male","control","('what_A_chosen', 'no')","('what_B_chosen', 'yes')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '1806')",""
"2020","A255V2M0CC1G8L","ENGLISH",28,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafes D and E.""%2CRoommate 2 says%2C ""Cafe E.""%2CRoommate 3 says%2C ""Cafe A.""')","('coffee_A_chosen', 'no')","('coffee_B_chosen', 'no')","('coffee_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '2710')"
"2021","A255V2M0CC1G8L","ENGLISH",28,"male","nst","('NST_2a_chosen', 'no')","('NST_2b_chosen', 'no')","('NST_2c_chosen', 'yes')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '2294')"
"2022","A255V2M0CC1G8L","ENGLISH",28,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '2463')","","",""
"2023","A255V2M0CC1G8L","ENGLISH",28,"male","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '1910')",""
"2024","A255V2M0CC1G8L","ENGLISH",28,"male","exit_quest","('know_conditons', 'WHERE CAN I GO BRUNCH IN TOWN')","('difficult', 'NO')","('anything_else', 'NOTHING')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '105142')",""
"2025","A3RL02A3JRAUS4","English",39,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '27404')","","","",""
"2026","A3RL02A3JRAUS4","English",39,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '74578')",""
"2027","A3RL02A3JRAUS4","English",39,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '53590')",""
"2028","A3RL02A3JRAUS4","English",39,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2716')","","","",""
"2029","A3RL02A3JRAUS4","English",39,"female","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentists A and B.""%2CCoworker 2 says%2C ""Dentist A.""%2CCoworker 3 says%2C ""Dentist E.""')","('dentist_A_chosen', 'yes')","('dentist_B_chosen', 'no')","('dentist_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '81511')"
"2030","A3RL02A3JRAUS4","English",39,"female","nst","('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'yes')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '25213')"
"2031","A3RL02A3JRAUS4","English",39,"female","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stalls A and B.""%2CRoommate 2 says%2C ""Stall A.""%2CRoommate 3 says%2C ""Stall E.""')","('florist_A_chosen', 'yes')","('florist_B_chosen', 'yes')","('florist_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '37119')"
"2032","A3RL02A3JRAUS4","English",39,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '65792')",""
"2033","A3RL02A3JRAUS4","English",39,"female","ginz","('ginzwho_smallgrain_y_chosen', 'yes')","('ginzwho_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '53543')","","",""
"2034","A3RL02A3JRAUS4","English",39,"female","nst","('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'yes')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '25380')"
"2035","A3RL02A3JRAUS4","English",39,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstore E.""%2CFriend 2 says%2C ""Bookstores D and E.""%2CFriend 3 says%2C ""Bookstore A.""')","('books_A_chosen', 'no')","('books_B_chosen', 'no')","('books_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '65970')"
"2036","A3RL02A3JRAUS4","English",39,"female","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '12167')","","",""
"2037","A3RL02A3JRAUS4","English",39,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '51514')",""
"2038","A3RL02A3JRAUS4","English",39,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Store A.""%2CFriend 2 says%2C ""Stores A and B.""%2CFriend 3 says%2C ""Store E.""')","('shoes_A_chosen', 'no')","('shoes_B_chosen', 'no')","('shoes_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '31433')"
"2039","A3RL02A3JRAUS4","English",39,"female","nst","('NST_1a_chosen', 'yes')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'yes')","('_REACTION_TIME_', '9017')",""
"2040","A3RL02A3JRAUS4","English",39,"female","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafe F.""%2CRoommate 2 says%2C ""Cafes A and B.""%2CRoommate 3 says%2C ""Cafe E.""')","('coffee_A_chosen', 'yes')","('coffee_B_chosen', 'yes')","('coffee_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '68729')"
"2041","A3RL02A3JRAUS4","English",39,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '38923')",""
"2042","A3RL02A3JRAUS4","English",39,"female","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '18068')","","",""
"2043","A3RL02A3JRAUS4","English",39,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylist E.""%2CFriend 2 says%2C ""Stylist A.""%2CFriend 3 says%2C ""Stylists A%2C B%2C C%2C D and E.""')","('hair_A_chosen', 'no')","('hair_B_chosen', 'no')","('hair_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '14764')"
"2044","A3RL02A3JRAUS4","English",39,"female","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '7496')","","",""
"2045","A3RL02A3JRAUS4","English",39,"female","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '8288')","","",""
"2046","A3RL02A3JRAUS4","English",39,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '35092')",""
"2047","A3RL02A3JRAUS4","English",39,"female","exit_quest","('know_conditons', 'No%2C they both mean the same thing in the end being both questions are asking where brunch is served.')","('difficult', 'Some questions were more difficult than others as the info was a bit confusing.')","('anything_else', 'N/A')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '113420')",""
"2048","A13FUEPWBCLBUY","English",34,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2682')","","","",""
"2049","A13FUEPWBCLBUY","English",34,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '61218')",""
"2050","A13FUEPWBCLBUY","English",34,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '68106')",""
